	<yagoTheme_yagoWordnetIds>	<hasGloss>	"This file is part of the ontology YAGO3. It is licensed under a Creative-Commons Attribution License by the YAGO team at the Max Planck Institute for Informatics/Germany. See http://yago-knowledge.org for all details. This file was generated on 2017-10-11 T 23:50:16.0962. Mappings of the WordNet-based YAGO classes to the ids of WordNet LINK"	
	<wordnet_religiousness_104848866>	<hasSynsetId>	"104848866"	
	<wordnet_unconscientiousness_104849074>	<hasSynsetId>	"104849074"	
	<wordnet_good_104849241>	<hasSynsetId>	"104849241"	
	<wordnet_summum_bonum_104849614>	<hasSynsetId>	"104849614"	
	<wordnet_virtue_104849759>	<hasSynsetId>	"104849759"	
	<wordnet_honor_104849972>	<hasSynsetId>	"104849972"	
	<wordnet_justice_104850117>	<hasSynsetId>	"104850117"	
	<wordnet_right_104850341>	<hasSynsetId>	"104850341"	
	<wordnet_immorality_104850589>	<hasSynsetId>	"104850589"	
	<wordnet_corruption_104850996>	<hasSynsetId>	"104850996"	
	<wordnet_infection_104851421>	<hasSynsetId>	"104851421"	
	<wordnet_corruptibility_104851585>	<hasSynsetId>	"104851585"	
	<wordnet_licentiousness_104851715>	<hasSynsetId>	"104851715"	
	<wordnet_anomie_104851865>	<hasSynsetId>	"104851865"	
	<wordnet_wrongness_104851962>	<hasSynsetId>	"104851962"	
	<wordnet_evil_104852088>	<hasSynsetId>	"104852088"	
	<wordnet_worst_104852534>	<hasSynsetId>	"104852534"	
	<wordnet_nefariousness_104852750>	<hasSynsetId>	"104852750"	
	<wordnet_filthiness_104852962>	<hasSynsetId>	"104852962"	
	<wordnet_enormity_104853124>	<hasSynsetId>	"104853124"	
	<wordnet_reprehensibility_104853212>	<hasSynsetId>	"104853212"	
	<wordnet_villainy_104853361>	<hasSynsetId>	"104853361"	
	<wordnet_perversity_104853503>	<hasSynsetId>	"104853503"	
	<wordnet_error_104853765>	<hasSynsetId>	"104853765"	
	<wordnet_frailty_104853873>	<hasSynsetId>	"104853873"	
	<wordnet_corruptness_104853948>	<hasSynsetId>	"104853948"	
	<wordnet_venality_104854259>	<hasSynsetId>	"104854259"	
	<wordnet_injustice_104854389>	<hasSynsetId>	"104854389"	
	<wordnet_wrong_104854604>	<hasSynsetId>	"104854604"	
	<wordnet_amorality_104854893>	<hasSynsetId>	"104854893"	
	<wordnet_divinity_104854976>	<hasSynsetId>	"104854976"	
	<wordnet_holiness_104855138>	<hasSynsetId>	"104855138"	
	<wordnet_sacredness_104855332>	<hasSynsetId>	"104855332"	
	<wordnet_ideality_104855524>	<hasSynsetId>	"104855524"	
	<wordnet_holy_of_holies_104855641>	<hasSynsetId>	"104855641"	
	<wordnet_unholiness_104855840>	<hasSynsetId>	"104855840"	
	<wordnet_profaneness_104856014>	<hasSynsetId>	"104856014"	
	<wordnet_sacrilegiousness_104856182>	<hasSynsetId>	"104856182"	
	<wordnet_safeness_104856308>	<hasSynsetId>	"104856308"	
	<wordnet_dangerousness_104856460>	<hasSynsetId>	"104856460"	
	<wordnet_precariousness_104856621>	<hasSynsetId>	"104856621"	
	<wordnet_curability_104856721>	<hasSynsetId>	"104856721"	
	<wordnet_incurability_104856899>	<hasSynsetId>	"104856899"	
	<wordnet_courage_104857083>	<hasSynsetId>	"104857083"	
	<wordnet_heart_104857490>	<hasSynsetId>	"104857490"	
	<wordnet_heroism_104857738>	<hasSynsetId>	"104857738"	
	<wordnet_dauntlessness_104858089>	<hasSynsetId>	"104858089"	
	<wordnet_stoutheartedness_104858317>	<hasSynsetId>	"104858317"	
	<wordnet_fearlessness_104858455>	<hasSynsetId>	"104858455"	
	<wordnet_coolness_104858632>	<hasSynsetId>	"104858632"	
	<wordnet_boldness_104858785>	<hasSynsetId>	"104858785"	
	<wordnet_adventurousness_104859177>	<hasSynsetId>	"104859177"	
	<wordnet_daredevilry_104859323>	<hasSynsetId>	"104859323"	
	<wordnet_audacity_104859449>	<hasSynsetId>	"104859449"	
	<wordnet_shamelessness_104859636>	<hasSynsetId>	"104859636"	
	<wordnet_gutsiness_104859816>	<hasSynsetId>	"104859816"	
	<wordnet_cowardice_104860065>	<hasSynsetId>	"104860065"	
	<wordnet_cravenness_104860272>	<hasSynsetId>	"104860272"	
	<wordnet_faintheartedness_104860369>	<hasSynsetId>	"104860369"	
	<wordnet_fearfulness_104860586>	<hasSynsetId>	"104860586"	
	<wordnet_timidity_104860759>	<hasSynsetId>	"104860759"	
	<wordnet_pusillanimity_104860985>	<hasSynsetId>	"104860985"	
	<wordnet_poltroonery_104861143>	<hasSynsetId>	"104861143"	
	<wordnet_dastardliness_104861221>	<hasSynsetId>	"104861221"	
	<wordnet_gutlessness_104861319>	<hasSynsetId>	"104861319"	
	<wordnet_resoluteness_104861486>	<hasSynsetId>	"104861486"	
	<wordnet_self-control_104862005>	<hasSynsetId>	"104862005"	
	<wordnet_nerves_104862236>	<hasSynsetId>	"104862236"	
	<wordnet_steadiness_104862382>	<hasSynsetId>	"104862382"	
	<wordnet_sturdiness_104862592>	<hasSynsetId>	"104862592"	
	<wordnet_presence_of_mind_104862747>	<hasSynsetId>	"104862747"	
	<wordnet_stiffness_104862888>	<hasSynsetId>	"104862888"	
	<wordnet_stubbornness_104863074>	<hasSynsetId>	"104863074"	
	<wordnet_impenitence_104863358>	<hasSynsetId>	"104863358"	
	<wordnet_intransigency_104863497>	<hasSynsetId>	"104863497"	
	<wordnet_single-mindedness_104863675>	<hasSynsetId>	"104863675"	
	<wordnet_adamance_104863793>	<hasSynsetId>	"104863793"	
	<wordnet_decisiveness_104863969>	<hasSynsetId>	"104863969"	
	<wordnet_determination_104864200>	<hasSynsetId>	"104864200"	
	<wordnet_doggedness_104864515>	<hasSynsetId>	"104864515"	
	<wordnet_indefatigability_104864824>	<hasSynsetId>	"104864824"	
	<wordnet_steadfastness_104865016>	<hasSynsetId>	"104865016"	
	<wordnet_diligence_104865114>	<hasSynsetId>	"104865114"	
	<wordnet_assiduity_104865502>	<hasSynsetId>	"104865502"	
	<wordnet_intentness_104865722>	<hasSynsetId>	"104865722"	
	<wordnet_singleness_104865921>	<hasSynsetId>	"104865921"	
	<wordnet_sedulity_104866078>	<hasSynsetId>	"104866078"	
	<wordnet_studiousness_104866238>	<hasSynsetId>	"104866238"	
	<wordnet_bookishness_104866365>	<hasSynsetId>	"104866365"	
	<wordnet_irresoluteness_104866465>	<hasSynsetId>	"104866465"	
	<wordnet_volatility_104866671>	<hasSynsetId>	"104866671"	
	<wordnet_indecisiveness_104866866>	<hasSynsetId>	"104866866"	
	<wordnet_sincerity_104867130>	<hasSynsetId>	"104867130"	
	<wordnet_sooth_104867440>	<hasSynsetId>	"104867440"	
	<wordnet_heartiness_104867539>	<hasSynsetId>	"104867539"	
	<wordnet_singleness_104867700>	<hasSynsetId>	"104867700"	
	<wordnet_insincerity_104867871>	<hasSynsetId>	"104867871"	
	<wordnet_hypocrisy_104868148>	<hasSynsetId>	"104868148"	
	<wordnet_sanctimoniousness_104868350>	<hasSynsetId>	"104868350"	
	<wordnet_fulsomeness_104868505>	<hasSynsetId>	"104868505"	
	<wordnet_honorableness_104868748>	<hasSynsetId>	"104868748"	
	<wordnet_honor_104869106>	<hasSynsetId>	"104869106"	
	<wordnet_scrupulousness_104869256>	<hasSynsetId>	"104869256"	
	<wordnet_venerability_104869405>	<hasSynsetId>	"104869405"	
	<wordnet_integrity_104869569>	<hasSynsetId>	"104869569"	
	<wordnet_probity_104869811>	<hasSynsetId>	"104869811"	
	<wordnet_incorruptness_104870040>	<hasSynsetId>	"104870040"	
	<wordnet_incorruptibility_104870206>	<hasSynsetId>	"104870206"	
	<wordnet_nobility_104870340>	<hasSynsetId>	"104870340"	
	<wordnet_high-mindedness_104870643>	<hasSynsetId>	"104870643"	
	<wordnet_sublimity_104870889>	<hasSynsetId>	"104870889"	
	<wordnet_respectability_104871002>	<hasSynsetId>	"104871002"	
	<wordnet_decency_104871259>	<hasSynsetId>	"104871259"	
	<wordnet_honesty_104871374>	<hasSynsetId>	"104871374"	
	<wordnet_candor_104871720>	<hasSynsetId>	"104871720"	
	<wordnet_good_faith_104872016>	<hasSynsetId>	"104872016"	
	<wordnet_truthfulness_104872236>	<hasSynsetId>	"104872236"	
	<wordnet_veracity_104872414>	<hasSynsetId>	"104872414"	
	<wordnet_ingenuousness_104872531>	<hasSynsetId>	"104872531"	
	<wordnet_artlessness_104872676>	<hasSynsetId>	"104872676"	
	<wordnet_parental_quality_104872826>	<hasSynsetId>	"104872826"	
	<wordnet_motherliness_104872958>	<hasSynsetId>	"104872958"	
	<wordnet_fatherliness_104873305>	<hasSynsetId>	"104873305"	
	<wordnet_dishonorableness_104873550>	<hasSynsetId>	"104873550"	
	<wordnet_ignobleness_104873804>	<hasSynsetId>	"104873804"	
	<wordnet_dishonor_104873939>	<hasSynsetId>	"104873939"	
	<wordnet_unscrupulousness_104874086>	<hasSynsetId>	"104874086"	
	<wordnet_sleaziness_104874223>	<hasSynsetId>	"104874223"	
	<wordnet_unrespectability_104874409>	<hasSynsetId>	"104874409"	
	<wordnet_dishonesty_104874672>	<hasSynsetId>	"104874672"	
	<wordnet_deceptiveness_104874939>	<hasSynsetId>	"104874939"	
	<wordnet_speciousness_104875113>	<hasSynsetId>	"104875113"	
	<wordnet_fraudulence_104875352>	<hasSynsetId>	"104875352"	
	<wordnet_jobbery_104875468>	<hasSynsetId>	"104875468"	
	<wordnet_crookedness_104875556>	<hasSynsetId>	"104875556"	
	<wordnet_rascality_104875728>	<hasSynsetId>	"104875728"	
	<wordnet_thievishness_104875935>	<hasSynsetId>	"104875935"	
	<wordnet_untruthfulness_104876053>	<hasSynsetId>	"104876053"	
	<wordnet_mendacity_104876235>	<hasSynsetId>	"104876235"	
	<wordnet_disingenuousness_104876374>	<hasSynsetId>	"104876374"	
	<wordnet_craftiness_104876561>	<hasSynsetId>	"104876561"	
	<wordnet_artfulness_104876705>	<hasSynsetId>	"104876705"	
	<wordnet_cunning_104876888>	<hasSynsetId>	"104876888"	
	<wordnet_fidelity_104876985>	<hasSynsetId>	"104876985"	
	<wordnet_constancy_104877264>	<hasSynsetId>	"104877264"	
	<wordnet_dedication_104877421>	<hasSynsetId>	"104877421"	
	<wordnet_loyalty_104877530>	<hasSynsetId>	"104877530"	
	<wordnet_steadfastness_104877783>	<hasSynsetId>	"104877783"	
	<wordnet_allegiance_104877938>	<hasSynsetId>	"104877938"	
	<wordnet_patriotism_104878101>	<hasSynsetId>	"104878101"	
	<wordnet_regionalism_104878434>	<hasSynsetId>	"104878434"	
	<wordnet_chauvinism_104878646>	<hasSynsetId>	"104878646"	
	<wordnet_infidelity_104878861>	<hasSynsetId>	"104878861"	
	<wordnet_faithlessness_104879092>	<hasSynsetId>	"104879092"	
	<wordnet_disloyalty_104879340>	<hasSynsetId>	"104879340"	
	<wordnet_disaffection_104879498>	<hasSynsetId>	"104879498"	
	<wordnet_treason_104879658>	<hasSynsetId>	"104879658"	
	<wordnet_betrayal_104879879>	<hasSynsetId>	"104879879"	
	<wordnet_perfidy_104879964>	<hasSynsetId>	"104879964"	
	<wordnet_insidiousness_104880138>	<hasSynsetId>	"104880138"	
	<wordnet_sophistication_104880273>	<hasSynsetId>	"104880273"	
	<wordnet_naivete_104880573>	<hasSynsetId>	"104880573"	
	<wordnet_artlessness_104880830>	<hasSynsetId>	"104880830"	
	<wordnet_innocency_104881033>	<hasSynsetId>	"104881033"	
	<wordnet_credulousness_104881156>	<hasSynsetId>	"104881156"	
	<wordnet_simplicity_104881369>	<hasSynsetId>	"104881369"	
	<wordnet_discipline_104881623>	<hasSynsetId>	"104881623"	
	<wordnet_self-discipline_104881829>	<hasSynsetId>	"104881829"	
	<wordnet_austerity_104881998>	<hasSynsetId>	"104881998"	
	<wordnet_monasticism_104882214>	<hasSynsetId>	"104882214"	
	<wordnet_eremitism_104882438>	<hasSynsetId>	"104882438"	
	<wordnet_abstinence_104882622>	<hasSynsetId>	"104882622"	
	<wordnet_continence_104882813>	<hasSynsetId>	"104882813"	
	<wordnet_restraint_104882968>	<hasSynsetId>	"104882968"	
	<wordnet_self-restraint_104883243>	<hasSynsetId>	"104883243"	
	<wordnet_stiff_upper_lip_104883436>	<hasSynsetId>	"104883436"	
	<wordnet_temperance_104883614>	<hasSynsetId>	"104883614"	
	<wordnet_sobriety_104883804>	<hasSynsetId>	"104883804"	
	<wordnet_abstemiousness_104883942>	<hasSynsetId>	"104883942"	
	<wordnet_inhibition_104884072>	<hasSynsetId>	"104884072"	
	<wordnet_continence_104884177>	<hasSynsetId>	"104884177"	
	<wordnet_taboo_104884302>	<hasSynsetId>	"104884302"	
	<wordnet_indiscipline_104884450>	<hasSynsetId>	"104884450"	
	<wordnet_indulgence_104884627>	<hasSynsetId>	"104884627"	
	<wordnet_dissoluteness_104884817>	<hasSynsetId>	"104884817"	
	<wordnet_rakishness_104884995>	<hasSynsetId>	"104884995"	
	<wordnet_unrestraint_104885091>	<hasSynsetId>	"104885091"	
	<wordnet_intemperance_104885271>	<hasSynsetId>	"104885271"	
	<wordnet_abandon_104885398>	<hasSynsetId>	"104885398"	
	<wordnet_looseness_104885609>	<hasSynsetId>	"104885609"	
	<wordnet_madness_104885784>	<hasSynsetId>	"104885784"	
	<wordnet_sottishness_104885990>	<hasSynsetId>	"104885990"	
	<wordnet_gluttony_104886101>	<hasSynsetId>	"104886101"	
	<wordnet_greediness_104886235>	<hasSynsetId>	"104886235"	
	<wordnet_edacity_104886402>	<hasSynsetId>	"104886402"	
	<wordnet_pride_104886646>	<hasSynsetId>	"104886646"	
	<wordnet_civic_pride_104886790>	<hasSynsetId>	"104886790"	
	<wordnet_dignity_104886881>	<hasSynsetId>	"104886881"	
	<wordnet_conceit_104887129>	<hasSynsetId>	"104887129"	
	<wordnet_boastfulness_104887373>	<hasSynsetId>	"104887373"	
	<wordnet_egotism_104887497>	<hasSynsetId>	"104887497"	
	<wordnet_posturing_104887701>	<hasSynsetId>	"104887701"	
	<wordnet_superiority_complex_104887790>	<hasSynsetId>	"104887790"	
	<wordnet_arrogance_104887912>	<hasSynsetId>	"104887912"	
	<wordnet_condescension_104888268>	<hasSynsetId>	"104888268"	
	<wordnet_contemptuousness_104888510>	<hasSynsetId>	"104888510"	
	<wordnet_hubris_104888703>	<hasSynsetId>	"104888703"	
	<wordnet_imperiousness_104888788>	<hasSynsetId>	"104888788"	
	<wordnet_superiority_104889000>	<hasSynsetId>	"104889000"	
	<wordnet_snobbery_104889162>	<hasSynsetId>	"104889162"	
	<wordnet_clannishness_104889337>	<hasSynsetId>	"104889337"	
	<wordnet_humility_104889527>	<hasSynsetId>	"104889527"	
	<wordnet_meekness_104889779>	<hasSynsetId>	"104889779"	
	<wordnet_spinelessness_104889966>	<hasSynsetId>	"104889966"	
	<wordnet_wisdom_104890112>	<hasSynsetId>	"104890112"	
	<wordnet_judiciousness_104890361>	<hasSynsetId>	"104890361"	
	<wordnet_knowledgeability_104890546>	<hasSynsetId>	"104890546"	
	<wordnet_statesmanship_104890865>	<hasSynsetId>	"104890865"	
	<wordnet_discretion_104891010>	<hasSynsetId>	"104891010"	
	<wordnet_circumspection_104891184>	<hasSynsetId>	"104891184"	
	<wordnet_folly_104891333>	<hasSynsetId>	"104891333"	
	<wordnet_indiscretion_104891558>	<hasSynsetId>	"104891558"	
	<wordnet_absurdity_104891683>	<hasSynsetId>	"104891683"	
	<wordnet_asininity_104891944>	<hasSynsetId>	"104891944"	
	<wordnet_judgment_104892084>	<hasSynsetId>	"104892084"	
	<wordnet_objectivity_104892344>	<hasSynsetId>	"104892344"	
	<wordnet_subjectivity_104892544>	<hasSynsetId>	"104892544"	
	<wordnet_prudence_104892794>	<hasSynsetId>	"104892794"	
	<wordnet_providence_104892970>	<hasSynsetId>	"104892970"	
	<wordnet_foresight_104893172>	<hasSynsetId>	"104893172"	
	<wordnet_frugality_104893358>	<hasSynsetId>	"104893358"	
	<wordnet_parsimony_104893525>	<hasSynsetId>	"104893525"	
	<wordnet_economy_104893787>	<hasSynsetId>	"104893787"	
	<wordnet_imprudence_104894037>	<hasSynsetId>	"104894037"	
	<wordnet_heedlessness_104894204>	<hasSynsetId>	"104894204"	
	<wordnet_lightheadedness_104894444>	<hasSynsetId>	"104894444"	
	<wordnet_improvidence_104894552>	<hasSynsetId>	"104894552"	
	<wordnet_extravagance_104894807>	<hasSynsetId>	"104894807"	
	<wordnet_thriftlessness_104894964>	<hasSynsetId>	"104894964"	
	<wordnet_trust_104895246>	<hasSynsetId>	"104895246"	
	<wordnet_credulity_104895558>	<hasSynsetId>	"104895558"	
	<wordnet_overcredulity_104895695>	<hasSynsetId>	"104895695"	
	<wordnet_distrust_104895773>	<hasSynsetId>	"104895773"	
	<wordnet_suspicion_104895979>	<hasSynsetId>	"104895979"	
	<wordnet_cleanliness_104896161>	<hasSynsetId>	"104896161"	
	<wordnet_fastidiousness_104896317>	<hasSynsetId>	"104896317"	
	<wordnet_tidiness_104896515>	<hasSynsetId>	"104896515"	
	<wordnet_uncleanliness_104896724>	<hasSynsetId>	"104896724"	
	<wordnet_slovenliness_104896878>	<hasSynsetId>	"104896878"	
	<wordnet_slatternliness_104896995>	<hasSynsetId>	"104896995"	
	<wordnet_squeamishness_104897152>	<hasSynsetId>	"104897152"	
	<wordnet_untidiness_104897428>	<hasSynsetId>	"104897428"	
	<wordnet_disarray_104897604>	<hasSynsetId>	"104897604"	
	<wordnet_demeanor_104897762>	<hasSynsetId>	"104897762"	
	<wordnet_manners_104898087>	<hasSynsetId>	"104898087"	
	<wordnet_citizenship_104898208>	<hasSynsetId>	"104898208"	
	<wordnet_swashbuckling_104898334>	<hasSynsetId>	"104898334"	
	<wordnet_propriety_104898437>	<hasSynsetId>	"104898437"	
	<wordnet_decorum_104898804>	<hasSynsetId>	"104898804"	
	<wordnet_appropriateness_104899031>	<hasSynsetId>	"104899031"	
	<wordnet_correctness_104899201>	<hasSynsetId>	"104899201"	
	<wordnet_good_form_104899416>	<hasSynsetId>	"104899416"	
	<wordnet_faultlessness_104899573>	<hasSynsetId>	"104899573"	
	<wordnet_political_correctness_104899713>	<hasSynsetId>	"104899713"	
	<wordnet_priggishness_104899980>	<hasSynsetId>	"104899980"	
	<wordnet_modesty_104900121>	<hasSynsetId>	"104900121"	
	<wordnet_demureness_104900236>	<hasSynsetId>	"104900236"	
	<wordnet_seemliness_104900357>	<hasSynsetId>	"104900357"	
	<wordnet_becomingness_104900597>	<hasSynsetId>	"104900597"	
	<wordnet_decency_104900739>	<hasSynsetId>	"104900739"	
	<wordnet_modesty_104900947>	<hasSynsetId>	"104900947"	
	<wordnet_primness_104901152>	<hasSynsetId>	"104901152"	
	<wordnet_impropriety_104901326>	<hasSynsetId>	"104901326"	
	<wordnet_incorrectness_104901599>	<hasSynsetId>	"104901599"	
	<wordnet_political_incorrectness_104901754>	<hasSynsetId>	"104901754"	
	<wordnet_inappropriateness_104901996>	<hasSynsetId>	"104901996"	
	<wordnet_indelicacy_104902165>	<hasSynsetId>	"104902165"	
	<wordnet_gaminess_104902283>	<hasSynsetId>	"104902283"	
	<wordnet_indecorum_104902470>	<hasSynsetId>	"104902470"	
	<wordnet_unseemliness_104902668>	<hasSynsetId>	"104902668"	
	<wordnet_unbecomingness_104902797>	<hasSynsetId>	"104902797"	
	<wordnet_indecency_104902925>	<hasSynsetId>	"104902925"	
	<wordnet_immodesty_104903136>	<hasSynsetId>	"104903136"	
	<wordnet_outrageousness_104903247>	<hasSynsetId>	"104903247"	
	<wordnet_obscenity_104903368>	<hasSynsetId>	"104903368"	
	<wordnet_smuttiness_104903678>	<hasSynsetId>	"104903678"	
	<wordnet_composure_104903813>	<hasSynsetId>	"104903813"	
	<wordnet_aplomb_104904162>	<hasSynsetId>	"104904162"	
	<wordnet_repose_104904352>	<hasSynsetId>	"104904352"	
	<wordnet_ataraxia_104904560>	<hasSynsetId>	"104904560"	
	<wordnet_discomposure_104904664>	<hasSynsetId>	"104904664"	
	<wordnet_disquiet_104904851>	<hasSynsetId>	"104904851"	
	<wordnet_perturbation_104904996>	<hasSynsetId>	"104904996"	
	<wordnet_tractability_104905188>	<hasSynsetId>	"104905188"	
	<wordnet_manageability_104905546>	<hasSynsetId>	"104905546"	
	<wordnet_docility_104905697>	<hasSynsetId>	"104905697"	
	<wordnet_tameness_104905842>	<hasSynsetId>	"104905842"	
	<wordnet_amenability_104906026>	<hasSynsetId>	"104906026"	
	<wordnet_obedience_104906273>	<hasSynsetId>	"104906273"	
	<wordnet_submissiveness_104906471>	<hasSynsetId>	"104906471"	
	<wordnet_obsequiousness_104906712>	<hasSynsetId>	"104906712"	
	<wordnet_sycophancy_104906923>	<hasSynsetId>	"104906923"	
	<wordnet_passivity_104907020>	<hasSynsetId>	"104907020"	
	<wordnet_subordination_104907153>	<hasSynsetId>	"104907153"	
	<wordnet_intractability_104907269>	<hasSynsetId>	"104907269"	
	<wordnet_refractoriness_104907575>	<hasSynsetId>	"104907575"	
	<wordnet_wildness_104907826>	<hasSynsetId>	"104907826"	
	<wordnet_defiance_104907991>	<hasSynsetId>	"104907991"	
	<wordnet_insubordination_104908182>	<hasSynsetId>	"104908182"	
	<wordnet_obstreperousness_104908283>	<hasSynsetId>	"104908283"	
	<wordnet_unruliness_104908396>	<hasSynsetId>	"104908396"	
	<wordnet_balkiness_104908721>	<hasSynsetId>	"104908721"	
	<wordnet_stubbornness_104908835>	<hasSynsetId>	"104908835"	
	<wordnet_contrariness_104909018>	<hasSynsetId>	"104909018"	
	<wordnet_cussedness_104909270>	<hasSynsetId>	"104909270"	
	<wordnet_disobedience_104909414>	<hasSynsetId>	"104909414"	
	<wordnet_naughtiness_104909563>	<hasSynsetId>	"104909563"	
	<wordnet_prankishness_104909721>	<hasSynsetId>	"104909721"	
	<wordnet_wildness_104909887>	<hasSynsetId>	"104909887"	
	<wordnet_manner_104910135>	<hasSynsetId>	"104910135"	
	<wordnet_bearing_104910377>	<hasSynsetId>	"104910377"	
	<wordnet_bedside_manner_104910562>	<hasSynsetId>	"104910562"	
	<wordnet_dignity_104910684>	<hasSynsetId>	"104910684"	
	<wordnet_foppishness_104910848>	<hasSynsetId>	"104910848"	
	<wordnet_gentleness_104910973>	<hasSynsetId>	"104910973"	
	<wordnet_formality_104911420>	<hasSynsetId>	"104911420"	
	<wordnet_ceremoniousness_104911777>	<hasSynsetId>	"104911777"	
	<wordnet_stateliness_104911894>	<hasSynsetId>	"104911894"	
	<wordnet_informality_104912052>	<hasSynsetId>	"104912052"	
	<wordnet_casualness_104912240>	<hasSynsetId>	"104912240"	
	<wordnet_slanginess_104912506>	<hasSynsetId>	"104912506"	
	<wordnet_unceremoniousness_104912610>	<hasSynsetId>	"104912610"	
	<wordnet_courtesy_104912732>	<hasSynsetId>	"104912732"	
	<wordnet_politeness_104912982>	<hasSynsetId>	"104912982"	
	<wordnet_urbanity_104913212>	<hasSynsetId>	"104913212"	
	<wordnet_suavity_104913322>	<hasSynsetId>	"104913322"	
	<wordnet_graciousness_104913568>	<hasSynsetId>	"104913568"	
	<wordnet_chivalry_104913738>	<hasSynsetId>	"104913738"	
	<wordnet_deference_104913839>	<hasSynsetId>	"104913839"	
	<wordnet_civility_104914133>	<hasSynsetId>	"104914133"	
	<wordnet_discourtesy_104914292>	<hasSynsetId>	"104914292"	
	<wordnet_boorishness_104914576>	<hasSynsetId>	"104914576"	
	<wordnet_impoliteness_104914694>	<hasSynsetId>	"104914694"	
	<wordnet_bad_manners_104914881>	<hasSynsetId>	"104914881"	
	<wordnet_ungraciousness_104914991>	<hasSynsetId>	"104914991"	
	<wordnet_crudeness_104915121>	<hasSynsetId>	"104915121"	
	<wordnet_incivility_104915365>	<hasSynsetId>	"104915365"	
	<wordnet_abruptness_104915462>	<hasSynsetId>	"104915462"	
	<wordnet_contempt_104915687>	<hasSynsetId>	"104915687"	
	<wordnet_crust_104915866>	<hasSynsetId>	"104915866"	
